Source.Name,shape_left,shape_right,probability_left,probability_right,address_left,address_right,difficulty,shape_left_es,shape_right_es,probability_left_es,probability_right_es,address_left_es,address_right_es,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_es.thisRepN,trials_es.thisTrialN,trials_es.thisN,trials_es.thisIndex,image_back.started,image_welcome.started,Text_2.started,key_resp.started,key_resp.keys,key_resp.rt,image_back2.started,image_instruct1.started,text_3.started,key_resp_2.started,key_resp_2.keys,key_resp_2.rt,image_back3.started,image_instruct2.started,text_4.started,key_resp_3.started,key_resp_3.keys,key_resp_3.rt,image_background.started,image_left.started,image_right.started,mouse.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,chosen_side,chosen_probability,chosen_shape,outcome_left,outcome_right,chosen_outcome,image_background2.started,text.started,image_retained.started,image_back4.started,key_resp_4.started,image_instruct3.started,text_5.started,key_resp_4.keys,key_resp_4.rt,image_background3.started,image_left_es.started,image_right_es.started,mouse_es.started,mouse_es.x,mouse_es.y,mouse_es.leftButton,mouse_es.midButton,mouse_es.rightButton,mouse_es.clicked_name,chosen_side_es,chosen_probability_es,chosen_shape_es,outcome_left_es,outcome_right_es,chosen_outcome_es,image_background4.started,text_2.started.1,image_background4.stopped,text_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,Column1
Anusha_EE_trial_2023-04-17_20h19.59.560.csv,circle,cross,0.9,0.1,circle.png,cross.png,,,,,,,,2,0,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,84.68404711,85.14222021,85.14222021,0.505206985,-0.248888889,0.048888889,1,0,0,image_left,left,0.9,circle,1,-1,1,86.09493013,86.09493013,86.09493013,,,,,,,,,,,,,,,,,,,,,,,,,,,Anusha,2,2023-04-17_20h19.59.560,EE_trial,05-02-2022,None,
Anusha_EE_trial_2023-04-17_20h19.59.560.csv,cross,circle,0.1,0.9,cross.png,circle.png,,,,,,,,2,1,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,87.11651167,87.57025807,87.57025807,0.508021071,0.221111111,0.013333333,1,0,0,image_right,right,0.9,circle,-1,-1,-1,89.65334944,89.65334944,89.65334944,,,,,,,,,,,,,,,,,,,,,,,,,,,Anusha,2,2023-04-17_20h19.59.560,EE_trial,05-02-2022,None,
Anusha_EE_trial_2023-04-17_20h19.59.560.csv,cross,circle,0.1,0.9,cross.png,circle.png,,,,,,,,2,2,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,90.66381972,91.12427008,91.12427008,0.506017302,0.221111111,0.013333333,1,0,0,image_right,right,0.9,circle,-1,1,1,92.21923031,92.21923031,92.21923031,,,,,,,,,,,,,,,,,,,,,,,,,,,Anusha,2,2023-04-17_20h19.59.560,EE_trial,05-02-2022,None,
Anusha_EE_trial_2023-04-17_20h19.59.560.csv,square,triangle,0.6,0.4,square.png,triangle.png,,,,,,,,2,3,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,93.23142109,93.68973306,93.68973306,0.502928869,0.221111111,0.013333333,0,0,1,image_right,right,0.4,triangle,1,-1,-1,95.31861103,95.31861103,95.31861103,,,,,,,,,,,,,,,,,,,,,,,,,,,Anusha,2,2023-04-17_20h19.59.560,EE_trial,05-02-2022,None,
Anusha_EE_trial_2023-04-17_20h19.59.560.csv,cross,circle,0.1,0.9,cross.png,circle.png,,,,,,,,3,0,12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,96.33276429,96.79080074,96.79080074,0.503855907,0.221111111,0.017777778,0,0,1,image_right,right,0.9,circle,-1,1,1,98.35819857,98.35819857,98.35819857,,,,,,,,,,,,,,,,,,,,,,,,,,,Anusha,2,2023-04-17_20h19.59.560,EE_trial,05-02-2022,None,
Anusha_EE_trial_2023-04-17_20h19.59.560.csv,triangle,square,0.4,0.6,triangle.png,square.png,,,,,,,,3,1,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,99.37065678,99.84704886,99.84704886,0.510859061,-0.255555556,-0.023333333,1,0,0,image_left,left,0.4,triangle,-1,1,-1,101.6743478,101.6743478,101.6743478,,,,,,,,,,,,,,,,,,,,,,,,,,,Anusha,2,2023-04-17_20h19.59.560,EE_trial,05-02-2022,None,
Anusha_EE_trial_2023-04-17_20h19.59.560.csv,circle,cross,0.9,0.1,circle.png,cross.png,,,,,,,,3,2,14,3,,,,,,,,,,,,,,,,,,,,,,,,,,,102.6918628,103.1592856,103.1592856,0.508180152,-0.255555556,-0.023333333,0,0,1,image_left,left,0.9,circle,-1,-1,-1,105.2329302,105.2329302,105.2329302,,,,,,,,,,,,,,,,,,,,,,,,,,,Anusha,2,2023-04-17_20h19.59.560,EE_trial,05-02-2022,None,
Anusha_EE_trial_2023-04-17_20h19.59.560.csv,square,triangle,0.6,0.4,square.png,triangle.png,,,,,,,,3,3,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,106.2465882,106.6988844,106.6988844,0.501889534,-0.255555556,-0.023333333,0,0,1,image_left,left,0.6,square,1,-1,1,107.93224,107.93224,107.93224,,,,,,,,,,,,,,,,,,,,,,,,,,,Anusha,2,2023-04-17_20h19.59.560,EE_trial,05-02-2022,None,
Anusha_EE_trial_2023-04-17_20h19.59.560.csv,triangle,square,0.4,0.6,triangle.png,square.png,,,,,,,,4,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,108.9521176,109.4073198,109.4073198,0.49943342,-0.255555556,-0.023333333,0,0,1,image_left,left,0.4,triangle,-1,-1,-1,110.4311196,110.4311196,110.4311196,,,,,,,,,,,,,,,,,,,,,,,,,,,Anusha,2,2023-04-17_20h19.59.560,EE_trial,05-02-2022,None,
Anusha_EE_trial_2023-04-17_20h19.59.560.csv,circle,cross,0.9,0.1,circle.png,cross.png,,,,,,,,4,1,17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,111.4419108,111.9073047,111.9073047,0.509517128,-0.255555556,-0.024444444,1,0,0,image_left,left,0.9,circle,1,1,1,120.1120504,120.1120504,120.1120504,,,,,,,,,,,,,,,,,,,,,,,,,,,Anusha,2,2023-04-17_20h19.59.560,EE_trial,05-02-2022,None,
Anusha_EE_trial_2023-04-17_20h19.59.560.csv,square,triangle,0.6,0.4,square.png,triangle.png,,,,,,,,4,2,18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,121.1199248,121.5825314,121.5825314,0.505259818,-0.255555556,-0.024444444,1,0,0,image_left,left,0.6,square,-1,-1,-1,122.9774822,122.9774822,122.9774822,,,,,,,,,,,,,,,,,,,,,,,,,,,Anusha,2,2023-04-17_20h19.59.560,EE_trial,05-02-2022,None,
Anusha_EE_trial_2023-04-17_20h19.59.560.csv,circle,cross,0.9,0.1,circle.png,cross.png,,,,,,,,4,3,19,3,,,,,,,,,,,,,,,,,,,,,,,,,,,123.9907222,124.4634395,124.4634395,0.507741929,-0.255555556,-0.024444444,1,0,0,image_left,left,0.9,circle,1,-1,1,125.3322331,125.3322331,125.3322331,,,,,,,,,,,,,,,,,,,,,,,,,,,Anusha,2,2023-04-17_20h19.59.560,EE_trial,05-02-2022,None,
Anusha_EE_trial_2023-04-17_20h19.59.560.csv,square,triangle,0.6,0.4,square.png,triangle.png,,,,,,,,5,0,20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,126.3537588,126.8087057,126.8087057,0.499685043,-0.255555556,-0.024444444,1,0,0,image_left,left,0.6,square,-1,-1,-1,128.6377054,128.6377054,128.6377054,,,,,,,,,,,,,,,,,,,,,,,,,,,Anusha,2,2023-04-17_20h19.59.560,EE_trial,05-02-2022,None,
Anusha_EE_trial_2023-04-17_20h19.59.560.csv,cross,circle,0.1,0.9,cross.png,circle.png,,,,,,,,5,1,21,2,,,,,,,,,,,,,,,,,,,,,,,,,,,129.6450992,130.1141369,130.1141369,0.500211066,-0.255555556,-0.024444444,1,0,0,image_left,left,0.1,cross,-1,1,-1,132.7092254,132.7092254,132.7092254,,,,,,,,,,,,,,,,,,,,,,,,,,,Anusha,2,2023-04-17_20h19.59.560,EE_trial,05-02-2022,None,
Anusha_EE_trial_2023-04-17_20h19.59.560.csv,square,triangle,0.6,0.4,square.png,triangle.png,,,,,,,,5,2,22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,133.7256864,134.1830242,134.1830242,0.507318296,-0.255555556,-0.024444444,1,0,0,image_left,left,0.6,square,-1,-1,-1,135.0364857,135.0364857,135.0364857,,,,,,,,,,,,,,,,,,,,,,,,,,,Anusha,2,2023-04-17_20h19.59.560,EE_trial,05-02-2022,None,
Anusha_EE_trial_2023-04-17_20h19.59.560.csv,cross,circle,0.1,0.9,cross.png,circle.png,,,,,,,,5,3,23,2,,,,,,,,,,,,,,,,,,,,,,,,,,,136.0573929,136.5068261,136.5068261,0.501510805,0.22,0.012222222,1,0,0,image_right,right,0.9,circle,1,1,1,139.2517516,139.2517516,139.2517516,,,,,,,,,,,,,,,,,,,,,,,,,,,Anusha,2,2023-04-17_20h19.59.560,EE_trial,05-02-2022,None,
Anusha_EE_trial_2023-04-17_20h19.59.560.csv,triangle,square,0.4,0.6,triangle.png,square.png,,,,,,,,6,0,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,140.2653909,140.7255214,140.7255214,0.500323881,-0.242222222,0.041111111,1,0,0,image_left,left,0.4,triangle,1,1,1,143.5241709,143.5241709,143.5241709,,,,,,,,,,,,,,,,,,,,,,,,,,,Anusha,2,2023-04-17_20h19.59.560,EE_trial,05-02-2022,None,
Anusha_EE_trial_2023-04-17_20h19.59.560.csv,circle,cross,0.9,0.1,circle.png,cross.png,,,,,,,,6,1,25,3,,,,,,,,,,,,,,,,,,,,,,,,,,,144.542115,145.0124378,145.0124378,0.511358092,-0.242222222,0.041111111,1,0,0,image_left,left,0.9,circle,1,1,1,146.0696503,146.0696503,146.0696503,,,,,,,,,,,,,,,,,,,,,,,,,,,Anusha,2,2023-04-17_20h19.59.560,EE_trial,05-02-2022,None,
Anusha_EE_trial_2023-04-17_20h19.59.560.csv,triangle,square,0.4,0.6,triangle.png,square.png,,,,,,,,6,2,26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,147.0795429,147.5641619,147.5641619,0.500893551,0.367777778,0.037777778,1,0,0,image_right,right,0.6,square,-1,-1,-1,154.6997378,154.6997378,154.6997378,,,,,,,,,,,,,,,,,,,,,,,,,,,Anusha,2,2023-04-17_20h19.59.560,EE_trial,05-02-2022,None,
Anusha_EE_trial_2023-04-17_20h19.59.560.csv,circle,cross,0.9,0.1,circle.png,cross.png,,,,,,,,6,3,27,3,,,,,,,,,,,,,,,,,,,,,,,,,,,155.7127783,156.1691782,156.1691782,0.506105566,-0.303333333,0.022222222,1,0,0,image_left,left,0.9,circle,1,1,1,157.7867102,157.7867102,157.7867102,,,,,,,,,,,,,,,,,,,,,,,,,,,Anusha,2,2023-04-17_20h19.59.560,EE_trial,05-02-2022,None,
Anusha_EE_trial_2023-04-17_20h19.59.560.csv,triangle,square,0.4,0.6,triangle.png,square.png,,,,,,,,7,0,28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,158.8017678,159.2662071,159.2662071,0.501257863,-0.301111111,0.022222222,1,0,0,image_left,left,0.4,triangle,1,1,1,160.8473863,160.8473863,160.8473863,,,,,,,,,,,,,,,,,,,,,,,,,,,Anusha,2,2023-04-17_20h19.59.560,EE_trial,05-02-2022,None,
Anusha_EE_trial_2023-04-17_20h19.59.560.csv,triangle,square,0.4,0.6,triangle.png,square.png,,,,,,,,7,1,29,0,,,,,,,,,,,,,,,,,,,,,,,,,,,161.8593079,162.3233302,162.3233302,0.499026274,-0.301111111,0.022222222,1,0,0,image_left,left,0.4,triangle,1,1,1,165.3139407,165.3139407,165.3139407,,,,,,,,,,,,,,,,,,,,,,,,,,,Anusha,2,2023-04-17_20h19.59.560,EE_trial,05-02-2022,None,
Anusha_EE_trial_2023-04-17_20h19.59.560.csv,triangle,square,0.4,0.6,triangle.png,square.png,,,,,,,,7,2,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,166.3194529,166.780124,166.780124,0.49956197,-0.301111111,0.022222222,1,0,0,image_left,left,0.4,triangle,-1,-1,-1,167.7720292,167.7720292,167.7720292,,,,,,,,,,,,,,,,,,,,,,,,,,,Anusha,2,2023-04-17_20h19.59.560,EE_trial,05-02-2022,None,
Anusha_EE_trial_2023-04-17_20h19.59.560.csv,square,triangle,0.6,0.4,square.png,triangle.png,,,,,,,,7,3,31,1,,,,,,,,,,,,,,,,,,,,,,,,,,,168.7927181,169.2556073,169.2556073,0.501759658,-0.301111111,0.022222222,1,0,0,image_left,left,0.6,square,1,1,1,170.129871,170.129871,170.129871,,,,,,,,,,,,,,,,,,,,,,,,,,,Anusha,2,2023-04-17_20h19.59.560,EE_trial,05-02-2022,None,
Anusha_EE_trial_2023-04-17_20h19.59.560.csv,cross,circle,0.1,0.9,cross.png,circle.png,,,,,,,,8,0,32,2,,,,,,,,,,,,,,,,,,,,,,,,,,,171.1541731,171.6076686,171.6076686,0.499656846,-0.246666667,-0.001111111,1,0,0,image_left,left,0.1,cross,-1,1,-1,174.120733,174.120733,174.120733,,,,,,,,,,,,,,,,,,,,,,,,,,,Anusha,2,2023-04-17_20h19.59.560,EE_trial,05-02-2022,None,
Anusha_EE_trial_2023-04-17_20h19.59.560.csv,cross,circle,0.1,0.9,cross.png,circle.png,,,,,,,,8,1,33,2,,,,,,,,,,,,,,,,,,,,,,,,,,,175.1382974,175.6075083,175.6075083,0.499636331,0.276666667,-0.01,1,0,0,image_right,right,0.9,circle,-1,1,1,177.4169684,177.4169684,177.4169684,,,,,,,,,,,,,,,,,,,,,,,,,,,Anusha,2,2023-04-17_20h19.59.560,EE_trial,05-02-2022,None,
Anusha_EE_trial_2023-04-17_20h19.59.560.csv,square,triangle,0.6,0.4,square.png,triangle.png,,,,,,,,8,2,34,1,,,,,,,,,,,,,,,,,,,,,,,,,,,178.4291508,178.8967922,178.8967922,0.503632189,-0.237777778,0.017777778,1,0,0,image_left,left,0.6,square,-1,-1,-1,181.2506618,181.2506618,181.2506618,,,,,,,,,,,,,,,,,,,,,,,,,,,Anusha,2,2023-04-17_20h19.59.560,EE_trial,05-02-2022,None,
Anusha_EE_trial_2023-04-17_20h19.59.560.csv,square,triangle,0.6,0.4,square.png,triangle.png,,,,,,,,8,3,35,1,,,,,,,,,,,,,,,,,,,,,,,,,,,182.2692331,182.7233894,182.7233894,0.507087658,0.237777778,0.014444444,1,0,0,image_right,right,0.4,triangle,-1,-1,-1,185.1846699,185.1846699,185.1846699,,,,,,,,,,,,,,,,,,,,,,,,,,,Anusha,2,2023-04-17_20h19.59.560,EE_trial,05-02-2022,None,
Anusha_EE_trial_2023-04-17_20h19.59.560.csv,triangle,square,0.4,0.6,triangle.png,square.png,,,,,,,,9,0,36,0,,,,,,,,,,,,,,,,,,,,,,,,,,,186.2034024,186.6558874,186.6558874,0.504727559,0.252222222,0.014444444,1,0,0,image_right,right,0.6,square,1,1,1,188.6386688,188.6386688,188.6386688,,,,,,,,,,,,,,,,,,,,,,,,,,,Anusha,2,2023-04-17_20h19.59.560,EE_trial,05-02-2022,None,
Anusha_EE_trial_2023-04-17_20h19.59.560.csv,square,triangle,0.6,0.4,square.png,triangle.png,,,,,,,,9,1,37,1,,,,,,,,,,,,,,,,,,,,,,,,,,,189.6601432,190.1186696,190.1186696,0.500057497,0.252222222,0.014444444,1,0,0,image_right,right,0.4,triangle,1,1,1,194.3990122,194.3990122,194.3990122,,,,,,,,,,,,,,,,,,,,,,,,,,,Anusha,2,2023-04-17_20h19.59.560,EE_trial,05-02-2022,None,
Anusha_EE_trial_2023-04-17_20h19.59.560.csv,circle,cross,0.9,0.1,circle.png,cross.png,,,,,,,,9,2,38,3,,,,,,,,,,,,,,,,,,,,,,,,,,,195.4144675,195.874545,195.874545,0.510481126,0.252222222,0.014444444,1,0,0,image_right,right,0.1,cross,1,-1,-1,197.5459621,197.5459621,197.5459621,,,,,,,,,,,,,,,,,,,,,,,,,,,Anusha,2,2023-04-17_20h19.59.560,EE_trial,05-02-2022,None,
Anusha_EE_trial_2023-04-17_20h19.59.560.csv,circle,cross,0.9,0.1,circle.png,cross.png,,,,,,,,9,3,39,3,,,,,,,,,,,,,,,,,,,,,,,,,,,198.55576,199.0290532,199.0290532,0.509240549,-0.358888889,-0.018888889,1,0,0,image_left,left,0.9,circle,1,-1,1,201.1360481,201.1360481,201.1360481,,,,,,,,,,,,,,,,,,,,,,,,,,,Anusha,2,2023-04-17_20h19.59.560,EE_trial,05-02-2022,None,
Anusha_EE_trial_2023-04-17_20h19.59.560.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.1581251,202.1581251,202.1581251,202.1581251,space,1.772504574,,,,,,,,,,,,,,,,,,,,,Anusha,2,2023-04-17_20h19.59.560,EE_trial,05-02-2022,None,
Anusha_EE_trial_2023-04-17_20h19.59.560.csv,,,,,,,1,triangle,0.2,0.4,0.2,triangle.png,0.2.png,,,,,0,0,0,0,0,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.0295612,204.4381869,204.4381869,0.510461162,0.245555556,0.186666667,1,0,0,image_right_es,right,0.2,0.2,-1,-1,-1,213.041135,213.041135,,,Anusha,2,2023-04-17_20h19.59.560,EE_trial,05-02-2022,None,
Anusha_EE_trial_2023-04-17_20h19.59.560.csv,,,,,,,1,cross,-0.8,0.1,0.1,cross.png,-0.8.png,,,,,0,0,0,0,0,1,1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.554097,214.0011033,214.0011033,0.508193133,-0.268888889,0.032222222,1,0,0,image_left_es,left,0.1,cross,-1,-1,-1,222.4095255,222.4095255,,,Anusha,2,2023-04-17_20h19.59.560,EE_trial,05-02-2022,None,
Anusha_EE_trial_2023-04-17_20h19.59.560.csv,,,,,,,1,circle,0,0.9,0.5,circle.png,0.png,,,,,0,0,0,0,0,2,2,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.934184,223.390091,223.390091,0.507074202,-0.268888889,0.032222222,1,0,0,image_left_es,left,0.9,circle,1,1,1,225.5791232,225.5791232,,,Anusha,2,2023-04-17_20h19.59.560,EE_trial,05-02-2022,None,
Anusha_EE_trial_2023-04-17_20h19.59.560.csv,,,,,,,1,triangle,-0.2,0.4,0,triangle.png,-0.2.png,,,,,0,0,0,0,0,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.1004949,226.5636406,226.5636406,0.507421329,-0.268888889,0.032222222,1,0,0,image_left_es,left,0.4,triangle,1,-1,1,236.268329,236.268329,,,Anusha,2,2023-04-17_20h19.59.560,EE_trial,05-02-2022,None,
Anusha_EE_trial_2023-04-17_20h19.59.560.csv,,,,,,,1,circle,-0.8,0.9,0.1,circle.png,-0.8.png,,,,,0,0,0,0,0,4,4,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.8001155,237.2527135,237.2527135,0.507201476,-0.268888889,0.032222222,1,0,0,image_left_es,left,0.9,circle,1,-1,1,239.2890613,239.2890613,,,Anusha,2,2023-04-17_20h19.59.560,EE_trial,05-02-2022,None,
Anusha_EE_trial_2023-04-17_20h19.59.560.csv,,,,,,,1,triangle,0.8,0.4,0.9,triangle.png,0.8.png,,,,,0,0,0,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.8181572,240.2805589,240.2805589,0.503684699,0.538888889,0.188888889,1,0,0,image_right_es,right,0.9,0.8,-1,1,1,248.3458985,248.3458985,248.8632994,248.8632994,Anusha,2,2023-04-17_20h19.59.560,EE_trial,05-02-2022,None,
Anusha_EE_trial_2023-04-17_20h19.59.560.csv,,,,,,,1,triangle,0,0.4,0.5,triangle.png,0.png,,,,,0,0,0,0,0,6,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248.8632994,249.3401383,249.3401383,0.509597377,0.123333333,0.043333333,1,0,0,image_right_es,right,0.5,0,-1,-1,-1,258.7523269,258.7523269,259.2749822,259.2749822,Anusha,2,2023-04-17_20h19.59.560,EE_trial,05-02-2022,None,
Anusha_EE_trial_2023-04-17_20h19.59.560.csv,,,,,,,1,square,0.4,0.6,0.7,square.png,0.4.png,,,,,0,0,0,0,0,7,7,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.2749822,259.7380848,259.7380848,0.49984705,0.505555556,-0.037777778,1,0,0,image_right_es,right,0.7,0.4,1,1,1,265.765752,265.765752,,,Anusha,2,2023-04-17_20h19.59.560,EE_trial,05-02-2022,None,
Anusha_EE_trial_2023-04-17_20h19.59.560.csv,,,,,,,1,square,0.8,0.6,0.9,square.png,0.8.png,,,,,0,0,0,0,0,8,8,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266.2895378,266.7547304,266.7547304,0.502113,0.393333333,0.112222222,1,0,0,image_right_es,right,0.9,0.8,-1,1,1,272.0871275,272.0871275,,,Anusha,2,2023-04-17_20h19.59.560,EE_trial,05-02-2022,None,
